dpr_id,project_title,department,region,duration,estimated_cost,fund_allocation,contingency,start_date,end_date,num_employees,state,district,risk_zone,guidelines_followed,risk_label,recommendation_type,recommendation_description,recommendation_priority,contingency_ratio,duration_months,num_machinery,num_materials,compliance_score,missing_docs_count
DPR_0841,Infrastructure Development Project 883,Water Resources Department,Region 10,21 months,₹349 crore,₹279 crore,₹6 crore,20-03-2026,25-08-2027,155,Tripura,Aizawl,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.017191977,21,3,3,0,0
DPR_0842,Infrastructure Development Project 551,Public Works Department,Region 7,15 months,₹59 crore,₹339 crore,₹5 crore,25-01-2024,06-01-2029,70,Tripura,Itanagar,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.084745763,15,2,3,0,2
DPR_0843,Infrastructure Development Project 466,Public Works Department,Region 7,14 months,₹340 crore,₹126 crore,₹7 crore,18-12-2024,18-11-2028,88,Manipur,Guwahati,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.020588235,14,2,4,1,0
DPR_0844,Infrastructure Development Project 324,Road Construction Department,Region 7,21 months,₹390 crore,₹317 crore,₹10 crore,12-08-2025,01-10-2029,54,Nagaland,Guwahati,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.025641026,21,4,4,1,0
DPR_0845,Infrastructure Development Project 366,Water Resources Department,Region 4,31 months,₹105 crore,₹132 crore,₹12 crore,03-10-2024,09-07-2029,16,Meghalaya,Kohima,Flood,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.114285714,31,3,4,1,0
DPR_0846,Infrastructure Development Project 953,Rural Development Department,Region 5,34 months,₹289 crore,₹63 crore,₹14 crore,07-01-2026,05-06-2029,154,Nagaland,Shillong,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.048442907,34,2,5,0,0
DPR_0847,Infrastructure Development Project 850,Rural Development Department,Region 5,10 months,₹305 crore,₹374 crore,₹5 crore,16-01-2024,07-03-2029,168,Meghalaya,Itanagar,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.016393443,10,3,2,1,0
DPR_0848,Infrastructure Development Project 331,Urban Development Department,Region 9,12 months,₹200 crore,₹300 crore,₹7 crore,24-09-2026,01-05-2027,108,Nagaland,Shillong,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.035,12,3,2,0,0
DPR_0849,Infrastructure Development Project 131,Urban Development Department,Region 6,26 months,₹213 crore,₹290 crore,₹14 crore,09-10-2024,23-02-2029,178,Nagaland,Itanagar,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.0657277,26,5,3,1,0
DPR_0850,Infrastructure Development Project 208,Road Construction Department,Region 1,10 months,₹444 crore,₹350 crore,₹5 crore,23-08-2025,15-07-2028,74,Sikkim,Guwahati,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.011261261,10,3,2,1,1
DPR_0851,Infrastructure Development Project 502,Public Works Department,Region 8,25 months,₹385 crore,₹46 crore,₹5 crore,16-04-2024,17-09-2028,26,Sikkim,Gangtok,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.012987013,25,5,5,1,1
DPR_0852,Infrastructure Development Project 530,Public Works Department,Region 9,19 months,₹244 crore,₹64 crore,₹5 crore,28-02-2026,14-12-2029,147,Sikkim,Aizawl,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.020491803,19,5,4,0,0
DPR_0853,Infrastructure Development Project 120,Road Construction Department,Region 4,35 months,₹161 crore,₹273 crore,₹13 crore,01-10-2025,27-01-2028,48,Sikkim,Aizawl,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.080745342,35,2,3,0,0
DPR_0854,Infrastructure Development Project 440,Public Works Department,Region 8,28 months,₹294 crore,₹348 crore,₹5 crore,25-07-2025,18-03-2027,57,Assam,Itanagar,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.017006803,28,3,2,0,0
DPR_0855,Infrastructure Development Project 805,Road Construction Department,Region 10,25 months,₹386 crore,₹125 crore,₹13 crore,24-08-2025,24-11-2027,192,Meghalaya,Itanagar,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.033678756,25,3,5,0,0
DPR_0856,Infrastructure Development Project 788,Road Construction Department,Region 8,18 months,₹229 crore,₹389 crore,₹7 crore,12-06-2025,10-02-2027,164,Tripura,Guwahati,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.030567686,18,5,4,1,0
DPR_0857,Infrastructure Development Project 774,Urban Development Department,Region 4,31 months,₹223 crore,₹166 crore,₹5 crore,07-09-2026,18-09-2029,94,Mizoram,Gangtok,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.022421525,31,4,3,0,0
DPR_0858,Infrastructure Development Project 293,Road Construction Department,Region 5,29 months,₹101 crore,₹204 crore,₹17 crore,27-03-2026,27-03-2028,148,Assam,Shillong,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.168316832,29,2,4,1,0
DPR_0859,Infrastructure Development Project 522,Water Resources Department,Region 3,11 months,₹451 crore,₹284 crore,₹16 crore,17-06-2025,25-06-2028,192,Meghalaya,Shillong,None,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.035476718,11,2,3,1,0
DPR_0860,Infrastructure Development Project 465,Road Construction Department,Region 7,10 months,₹499 crore,₹282 crore,₹5 crore,10-12-2026,08-12-2029,171,Nagaland,Kohima,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.01002004,10,2,3,1,0
DPR_0861,Infrastructure Development Project 900,Road Construction Department,Region 6,27 months,₹126 crore,₹106 crore,₹8 crore,03-01-2024,02-01-2029,75,Nagaland,Shillong,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.063492063,27,5,4,0,0
DPR_0862,Infrastructure Development Project 703,Public Works Department,Region 4,21 months,₹120 crore,₹381 crore,₹20 crore,22-09-2025,21-01-2028,140,Manipur,Kohima,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.166666667,21,4,2,1,2
DPR_0863,Infrastructure Development Project 753,Road Construction Department,Region 8,26 months,₹249 crore,₹124 crore,₹19 crore,22-01-2025,16-04-2029,53,Nagaland,Aizawl,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.076305221,26,5,2,0,1
DPR_0864,Infrastructure Development Project 794,Public Works Department,Region 9,32 months,₹162 crore,₹333 crore,₹6 crore,08-02-2026,19-08-2029,71,Meghalaya,Imphal,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.037037037,32,5,4,0,0
DPR_0865,Infrastructure Development Project 554,Public Works Department,Region 1,18 months,₹224 crore,₹102 crore,₹12 crore,24-02-2024,05-10-2027,118,Nagaland,Dispur,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.053571429,18,3,2,1,0
DPR_0866,Infrastructure Development Project 338,Rural Development Department,Region 4,15 months,₹300 crore,₹280 crore,₹7 crore,05-11-2024,14-01-2029,123,Tripura,Shillong,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.023333333,15,4,3,0,1
DPR_0867,Infrastructure Development Project 318,Rural Development Department,Region 5,19 months,₹387 crore,₹274 crore,₹6 crore,21-02-2026,27-08-2027,96,Assam,Dispur,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.015503876,19,4,3,1,0
DPR_0868,Infrastructure Development Project 689,Urban Development Department,Region 9,8 months,₹210 crore,₹127 crore,₹17 crore,18-05-2024,10-05-2028,16,Tripura,Gangtok,Connectivity,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.080952381,8,4,4,0,0
DPR_0869,Infrastructure Development Project 836,Public Works Department,Region 5,27 months,₹68 crore,₹342 crore,₹3 crore,15-10-2026,24-04-2029,139,Sikkim,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.044117647,27,5,4,1,0
DPR_0870,Infrastructure Development Project 490,Rural Development Department,Region 3,22 months,₹117 crore,₹129 crore,₹3 crore,24-01-2024,19-06-2028,66,Arunachal Pradesh,Shillong,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.025641026,22,3,4,1,2
DPR_0871,Infrastructure Development Project 358,Rural Development Department,Region 4,12 months,₹453 crore,₹77 crore,₹16 crore,03-09-2024,11-02-2027,44,Tripura,Dispur,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.035320088,12,2,4,1,0
DPR_0872,Infrastructure Development Project 167,Urban Development Department,Region 5,24 months,₹439 crore,₹259 crore,₹12 crore,27-07-2026,18-09-2028,173,Arunachal Pradesh,Itanagar,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.027334852,24,4,2,0,2
DPR_0873,Infrastructure Development Project 379,Rural Development Department,Region 3,7 months,₹54 crore,₹262 crore,₹5 crore,01-01-2024,15-07-2027,121,Tripura,Guwahati,Landslide,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.092592593,7,5,5,1,0
DPR_0874,Infrastructure Development Project 482,Urban Development Department,Region 4,17 months,₹471 crore,₹374 crore,₹14 crore,13-01-2025,23-05-2029,54,Nagaland,Kohima,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.029723992,17,2,2,1,0
DPR_0875,Infrastructure Development Project 909,Road Construction Department,Region 4,19 months,₹263 crore,₹306 crore,₹3 crore,26-09-2026,09-04-2028,52,Sikkim,Itanagar,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.011406844,19,3,3,0,0
DPR_0876,Infrastructure Development Project 932,Urban Development Department,Region 5,26 months,₹330 crore,₹236 crore,₹4 crore,28-10-2026,26-12-2027,128,Tripura,Kohima,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.012121212,26,2,4,0,0
DPR_0877,Infrastructure Development Project 956,Rural Development Department,Region 9,26 months,₹153 crore,₹275 crore,₹3 crore,06-09-2026,19-04-2029,120,Nagaland,Itanagar,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.019607843,26,5,2,1,0
DPR_0878,Infrastructure Development Project 994,Public Works Department,Region 6,17 months,₹161 crore,₹434 crore,₹18 crore,04-05-2024,01-04-2027,144,Tripura,Guwahati,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.111801242,17,4,5,1,0
DPR_0879,Infrastructure Development Project 565,Public Works Department,Region 1,16 months,₹142 crore,₹333 crore,₹13 crore,19-12-2024,21-04-2029,29,Sikkim,Dispur,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.091549296,16,5,4,0,0
DPR_0880,Infrastructure Development Project 953,Urban Development Department,Region 6,29 months,₹484 crore,₹366 crore,₹11 crore,12-07-2025,04-12-2027,151,Manipur,Itanagar,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.022727273,29,4,4,0,1
DPR_0881,Infrastructure Development Project 835,Urban Development Department,Region 9,20 months,₹343 crore,₹295 crore,₹4 crore,27-04-2024,09-06-2027,54,Mizoram,Aizawl,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.011661808,20,2,4,1,2
DPR_0882,Infrastructure Development Project 192,Public Works Department,Region 4,12 months,₹342 crore,₹163 crore,₹3 crore,02-01-2024,03-08-2029,112,Nagaland,Aizawl,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.00877193,12,4,4,0,0
DPR_0883,Infrastructure Development Project 302,Public Works Department,Region 6,20 months,₹402 crore,₹307 crore,₹17 crore,24-02-2025,22-02-2027,136,Arunachal Pradesh,Guwahati,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.042288557,20,5,3,1,0
DPR_0884,Infrastructure Development Project 594,Water Resources Department,Region 10,34 months,₹455 crore,₹283 crore,₹15 crore,18-06-2024,25-02-2029,40,Nagaland,Dispur,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.032967033,34,2,3,1,0
DPR_0885,Infrastructure Development Project 633,Water Resources Department,Region 4,14 months,₹491 crore,₹208 crore,₹3 crore,16-06-2026,21-08-2029,81,Sikkim,Shillong,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.00610998,14,3,3,0,2
DPR_0886,Infrastructure Development Project 317,Urban Development Department,Region 1,27 months,₹203 crore,₹232 crore,₹12 crore,07-02-2025,04-08-2027,65,Assam,Imphal,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.0591133,27,3,4,1,0
DPR_0887,Infrastructure Development Project 856,Water Resources Department,Region 8,11 months,₹376 crore,₹108 crore,₹5 crore,16-03-2025,12-10-2028,112,Manipur,Itanagar,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.013297872,11,4,3,1,1
DPR_0888,Infrastructure Development Project 624,Public Works Department,Region 2,29 months,₹221 crore,₹372 crore,₹7 crore,19-02-2024,18-09-2029,89,Manipur,Dispur,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.031674208,29,4,3,0,0
DPR_0889,Infrastructure Development Project 156,Rural Development Department,Region 4,22 months,₹157 crore,₹97 crore,₹5 crore,14-11-2026,25-10-2029,78,Assam,Itanagar,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.031847134,22,4,5,0,0
DPR_0890,Infrastructure Development Project 675,Rural Development Department,Region 9,32 months,₹456 crore,₹317 crore,₹16 crore,01-04-2024,05-12-2027,175,Meghalaya,Imphal,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.035087719,32,2,4,0,0
DPR_0891,Infrastructure Development Project 109,Public Works Department,Region 1,17 months,₹411 crore,₹252 crore,₹5 crore,13-12-2024,20-05-2028,60,Tripura,Agartala,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.01216545,17,3,3,0,0
DPR_0892,Infrastructure Development Project 911,Water Resources Department,Region 4,29 months,₹192 crore,₹292 crore,₹7 crore,12-12-2026,25-09-2029,111,Sikkim,Imphal,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.036458333,29,2,5,1,1
DPR_0893,Infrastructure Development Project 200,Urban Development Department,Region 9,9 months,₹265 crore,₹301 crore,₹2 crore,21-10-2024,01-09-2029,176,Manipur,Itanagar,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.00754717,9,4,5,0,0
DPR_0894,Infrastructure Development Project 712,Road Construction Department,Region 1,7 months,₹373 crore,₹189 crore,₹10 crore,19-06-2025,26-02-2027,19,Arunachal Pradesh,Dispur,Connectivity,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.026809651,7,3,2,0,0
DPR_0895,Infrastructure Development Project 240,Road Construction Department,Region 3,18 months,₹320 crore,₹410 crore,₹10 crore,08-07-2024,16-05-2029,24,Mizoram,Aizawl,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.03125,18,3,5,1,0
DPR_0896,Infrastructure Development Project 952,Water Resources Department,Region 4,18 months,₹461 crore,₹131 crore,₹2 crore,09-10-2024,16-04-2029,117,Manipur,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.004338395,18,4,3,1,0
DPR_0897,Infrastructure Development Project 881,Road Construction Department,Region 3,27 months,₹205 crore,₹172 crore,₹15 crore,26-09-2024,04-02-2029,158,Arunachal Pradesh,Imphal,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.073170732,27,4,5,0,0
DPR_0898,Infrastructure Development Project 562,Rural Development Department,Region 2,8 months,₹166 crore,₹287 crore,₹4 crore,06-01-2026,01-08-2028,99,Arunachal Pradesh,Gangtok,Flood,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.024096386,8,3,5,1,1
DPR_0899,Infrastructure Development Project 544,Road Construction Department,Region 8,14 months,₹356 crore,₹202 crore,₹19 crore,13-03-2024,12-12-2028,128,Assam,Aizawl,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.053370787,14,4,2,1,2
DPR_0900,Infrastructure Development Project 642,Urban Development Department,Region 4,9 months,₹108 crore,₹213 crore,₹13 crore,04-01-2026,09-07-2029,159,Mizoram,Itanagar,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.12037037,9,4,2,1,0
DPR_0901,Infrastructure Development Project 156,Urban Development Department,Region 9,31 months,₹471 crore,₹397 crore,₹2 crore,11-07-2024,11-12-2027,129,Sikkim,Aizawl,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.004246285,31,3,5,1,2
DPR_0902,Infrastructure Development Project 537,Road Construction Department,Region 7,20 months,₹388 crore,₹260 crore,₹19 crore,21-08-2024,02-09-2029,17,Mizoram,Shillong,None,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.048969072,20,2,5,1,0
DPR_0903,Infrastructure Development Project 904,Water Resources Department,Region 6,32 months,₹408 crore,₹435 crore,₹5 crore,28-04-2024,25-04-2027,107,Tripura,Guwahati,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.012254902,32,4,2,1,0
DPR_0904,Infrastructure Development Project 923,Water Resources Department,Region 8,8 months,₹480 crore,₹346 crore,₹6 crore,10-12-2026,19-01-2028,27,Meghalaya,Kohima,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.0125,8,2,2,1,0
DPR_0905,Infrastructure Development Project 910,Public Works Department,Region 1,21 months,₹339 crore,₹270 crore,₹2 crore,03-08-2024,05-04-2027,58,Assam,Imphal,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.005899705,21,5,2,1,0
DPR_0906,Infrastructure Development Project 970,Road Construction Department,Region 2,30 months,₹259 crore,₹87 crore,₹15 crore,28-12-2025,24-06-2029,30,Manipur,Kohima,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.057915058,30,4,4,0,0
DPR_0907,Infrastructure Development Project 959,Water Resources Department,Region 3,30 months,₹381 crore,₹276 crore,₹2 crore,03-09-2026,10-09-2029,80,Sikkim,Agartala,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.005249344,30,4,5,1,0
DPR_0908,Infrastructure Development Project 608,Road Construction Department,Region 6,24 months,₹240 crore,₹135 crore,₹2 crore,03-07-2025,18-12-2027,90,Nagaland,Shillong,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.008333333,24,3,2,1,0
DPR_0909,Infrastructure Development Project 978,Public Works Department,Region 8,30 months,₹308 crore,₹238 crore,₹20 crore,20-09-2026,07-02-2027,52,Meghalaya,Imphal,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.064935065,30,4,5,1,0
DPR_0910,Infrastructure Development Project 178,Rural Development Department,Region 10,10 months,₹241 crore,₹341 crore,₹15 crore,01-12-2026,05-03-2028,19,Tripura,Agartala,Flood,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.062240664,10,3,4,1,0
DPR_0911,Infrastructure Development Project 515,Water Resources Department,Region 3,27 months,₹299 crore,₹177 crore,₹4 crore,01-03-2025,06-01-2029,64,Mizoram,Shillong,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.013377926,27,4,4,1,0
DPR_0912,Infrastructure Development Project 304,Water Resources Department,Region 8,16 months,₹398 crore,₹157 crore,₹16 crore,11-12-2025,06-02-2029,66,Arunachal Pradesh,Kohima,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.040201005,16,5,3,1,1
DPR_0913,Infrastructure Development Project 580,Rural Development Department,Region 8,31 months,₹199 crore,₹234 crore,₹12 crore,04-05-2025,23-04-2027,184,Tripura,Imphal,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.060301508,31,3,4,0,0
DPR_0914,Infrastructure Development Project 179,Rural Development Department,Region 9,11 months,₹273 crore,₹236 crore,₹2 crore,19-01-2026,18-09-2028,25,Assam,Aizawl,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.007326007,11,2,5,1,0
DPR_0915,Infrastructure Development Project 140,Public Works Department,Region 8,30 months,₹478 crore,₹212 crore,₹5 crore,17-10-2026,28-12-2028,106,Arunachal Pradesh,Dispur,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.010460251,30,3,3,0,0
DPR_0916,Infrastructure Development Project 605,Water Resources Department,Region 4,31 months,₹133 crore,₹41 crore,₹14 crore,06-02-2025,28-05-2029,82,Arunachal Pradesh,Imphal,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.105263158,31,5,5,0,0
DPR_0917,Infrastructure Development Project 341,Rural Development Department,Region 5,19 months,₹81 crore,₹242 crore,₹20 crore,22-10-2026,12-01-2027,133,Manipur,Kohima,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.24691358,19,2,4,1,1
DPR_0918,Infrastructure Development Project 397,Public Works Department,Region 10,24 months,₹116 crore,₹356 crore,₹16 crore,04-01-2025,17-04-2029,96,Mizoram,Shillong,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.137931034,24,3,3,0,0
DPR_0919,Infrastructure Development Project 171,Water Resources Department,Region 7,25 months,₹274 crore,₹182 crore,₹2 crore,19-05-2026,07-08-2027,100,Arunachal Pradesh,Dispur,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.00729927,25,3,2,0,0
DPR_0920,Infrastructure Development Project 877,Urban Development Department,Region 3,24 months,₹96 crore,₹136 crore,₹18 crore,06-08-2025,09-12-2028,16,Manipur,Guwahati,Landslide,FALSE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.1875,24,4,2,0,0
DPR_0921,Infrastructure Development Project 239,Water Resources Department,Region 2,8 months,₹392 crore,₹242 crore,₹17 crore,01-01-2025,16-04-2029,102,Mizoram,Imphal,Landslide,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.043367347,8,5,2,0,0
DPR_0922,Infrastructure Development Project 794,Water Resources Department,Region 7,20 months,₹240 crore,₹414 crore,₹11 crore,15-02-2025,04-09-2028,81,Assam,Agartala,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.045833333,20,3,2,1,0
DPR_0923,Infrastructure Development Project 259,Public Works Department,Region 10,36 months,₹140 crore,₹128 crore,₹11 crore,26-07-2026,15-12-2027,97,Tripura,Guwahati,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.078571429,36,2,5,1,0
DPR_0924,Infrastructure Development Project 735,Public Works Department,Region 9,28 months,₹217 crore,₹252 crore,₹20 crore,03-07-2025,10-10-2027,142,Meghalaya,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.092165899,28,4,4,1,0
DPR_0925,Infrastructure Development Project 326,Urban Development Department,Region 7,8 months,₹235 crore,₹157 crore,₹5 crore,07-04-2025,18-11-2029,31,Mizoram,Kohima,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.021276596,8,5,4,1,2
DPR_0926,Infrastructure Development Project 653,Water Resources Department,Region 10,8 months,₹53 crore,₹116 crore,₹9 crore,21-06-2026,26-05-2028,82,Tripura,Dispur,None,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.169811321,8,5,4,1,0
DPR_0927,Infrastructure Development Project 104,Rural Development Department,Region 6,23 months,₹353 crore,₹377 crore,₹12 crore,15-09-2024,17-02-2029,68,Meghalaya,Aizawl,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.033994334,23,3,2,0,0
DPR_0928,Infrastructure Development Project 649,Road Construction Department,Region 6,9 months,₹132 crore,₹421 crore,₹18 crore,12-04-2025,21-07-2029,148,Tripura,Shillong,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.136363636,9,5,2,0,0
DPR_0929,Infrastructure Development Project 991,Water Resources Department,Region 7,34 months,₹486 crore,₹393 crore,₹5 crore,17-12-2025,04-02-2029,105,Sikkim,Itanagar,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.010288066,34,5,3,1,1
DPR_0930,Infrastructure Development Project 188,Urban Development Department,Region 7,16 months,₹477 crore,₹213 crore,₹15 crore,03-09-2024,03-09-2029,171,Sikkim,Kohima,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.031446541,16,2,3,1,0
DPR_0931,Infrastructure Development Project 208,Public Works Department,Region 3,17 months,₹253 crore,₹230 crore,₹6 crore,18-08-2024,03-01-2029,133,Meghalaya,Imphal,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.023715415,17,4,4,1,0
DPR_0932,Infrastructure Development Project 792,Urban Development Department,Region 6,17 months,₹320 crore,₹429 crore,₹14 crore,22-06-2024,26-02-2029,114,Meghalaya,Gangtok,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.04375,17,3,2,1,2
DPR_0933,Infrastructure Development Project 494,Public Works Department,Region 3,18 months,₹271 crore,₹376 crore,₹13 crore,22-07-2026,03-04-2029,140,Manipur,Imphal,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.04797048,18,4,2,1,2
DPR_0934,Infrastructure Development Project 749,Public Works Department,Region 10,15 months,₹93 crore,₹403 crore,₹16 crore,20-05-2024,01-02-2027,179,Tripura,Itanagar,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.172043011,15,5,4,1,0
DPR_0935,Infrastructure Development Project 741,Urban Development Department,Region 4,26 months,₹238 crore,₹433 crore,₹4 crore,16-01-2025,28-10-2029,99,Nagaland,Itanagar,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.016806723,26,5,4,1,0
DPR_0936,Infrastructure Development Project 506,Public Works Department,Region 1,35 months,₹263 crore,₹253 crore,₹3 crore,03-12-2024,12-03-2028,155,Mizoram,Agartala,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.011406844,35,3,4,0,0
DPR_0937,Infrastructure Development Project 960,Urban Development Department,Region 1,30 months,₹55 crore,₹121 crore,₹14 crore,28-06-2025,01-02-2029,77,Nagaland,Gangtok,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.254545455,30,5,2,1,0
